Timestamp,Range_m,Velocity_mps,DOA_deg
1756394480.9745471,2.1576,-0.017703816916638783,59.82296183083361
1756394481.0990338,2.158,0.003213195054918393,59.8550937813828
1756394481.2342002,0.6304,-11.301624701505833,-53.16115323367553
1756394481.3515666,2.1517,12.961981585715158,60
1756394481.4701688,2.151,-0.005902078986198941,59.94097921013801
1756394481.594931,1.9875,-1.3104945708880333,46.836033501257674
1756394481.7172546,2.1519999999999997,1.3447919807119175,60
1756394481.8467765,2.1522,0.0015441410463646291,60
1756394481.9801967,1.9875999999999998,-1.2336959791281372,47.66304020871863
1756394482.1171842,2.1525,1.2037599263445347,59.70063947216397
1756394482.2427137,2.1527000000000003,0.001593250637694266,59.71657197854091
1756394482.3693445,2.015,-1.0874133180702217,48.842438797838696
1756394482.5137234,2.1565,0.9800601021518587,58.643039819357284
1756394482.6612794,2.1529,-0.02439750587741087,58.39906476058317
1756394482.7960346,2.041,-0.8303950743448375,50.0951140171348
1756394482.9270723,1.9750999999999999,-0.5029086584717952,45.066027432416845
1756394483.06058,2.1519999999999997,1.3250169251319697,58.31619668373654
1756394483.1938534,2.1519,-0.0007503374842779062,58.308693308893766
1756394483.3313372,2.1704,0.13456127384249317,59.6543060473187
1756394483.4556243,0.0165,-17.33003269837981,-60
1756394483.603681,0.0294,0.08712875562605173,-59.12871244373948
1756394483.7463038,0.5605,3.7238109043251204,-21.890603400488274
1756394483.91689,0.5634,0.017000211882765737,-21.720601281660617
1756394484.0561006,0.0167,-3.927140630116528,-60
1756394484.1769814,0.0262,0.07858978996510925,-59.21410210034891
1756394517.248654,0.0262,0.0,-59.21410210034891
1756394517.3998854,0.0262,0.0,-59.21410210034891
1756394517.5168478,0.0262,0.0,-59.21410210034891
1756394517.6445181,0.0262,0.0,-59.21410210034891
1756394517.7592177,0.0262,0.0,-59.21410210034891
1756394517.8798363,0.023,-0.026529909015617383,-59.47940119050509
1756394518.0017018,0.023,0.0,-59.47940119050509
1756394518.1298053,0.023,0.0,-59.47940119050509
1756394518.2550602,0.023,0.0,-59.47940119050509
1756394518.3742595,0.0262,0.02684580064725438,-59.210943184032544
1756394518.4983277,0.0326,0.051584506706637424,-58.69509811696617
1756394518.6347034,0.023,-0.07039379022064644,-59.399036019172634
1756394518.758101,0.0197,-0.026742824020851413,-59.66646425938115
1756394518.8793175,0.7825,6.292870823474338,3.2622439753622317
1756394519.005003,7.9864,57.31689550594408,60
1756394519.1341648,0.0197,-61.679984783956996,-60
1756394519.2544959,0.023,0.027424343329271562,-59.72575656670728
1756394519.6065087,7.9864,22.622468147291237,60
1756394519.7359738,0.0165,-61.56021820646169,-60
1756394519.8586166,0.0165,0.0,-60
1756394519.9872253,7.9868,61.97325512250104,60
1756394520.113476,0.0262,-63.05388591176392,-60
1756394520.2572412,0.0167,-0.06607996417880746,-60
1756394520.3754318,7.986599999999999,67.4326462944322,60
1756394520.4677587,0.0518,-85.94246922300236,-60
1756394520.5568774,0.0165,-0.3961008456597403,-60
1756394520.690019,0.0197,0.02403457656741326,-59.759654234325865
1756394520.8073637,7.9852,67.88111770490471,60
1756394520.9287658,7.9852,0.0,60
1756394521.0585904,0.023,-61.33042310127745,-60
1756394521.2008379,7.9858,55.97851242765605,60
1756394521.32507,7.9861,0.002414835712107642,60
1756394521.4468794,0.042300000000000004,-65.21495561845036,-60
1756394521.5558755,7.985399999999999,72.87504916714607,60
1756394521.7011526,0.0391,-54.697568952433464,-60
1756394521.8240142,0.023,-0.13104173220859314,-60
1756394521.9658306,0.1586,0.9561660102787225,-50.43833989721277
1756394522.0840366,0.9025,6.293249478813696,12.494154890924186
1756394522.1630242,0.162,-9.37488941074199,-60
1756394522.2379246,0.023,-1.855798112396747,-60
1756394522.3603513,0.0262,0.026138078851790196,-59.738619211482096
1756394522.465973,0.4522,4.033266827536235,-19.405950936119744
